response.url	response.status	links.length	result.title
https://www.coursera.org/search?query=machine%20learning&	200	68	Machine Learning Courses | CourseraListLoupe CopyLoupe CopyLoupe CopyLoupe CopyFilterChevron DownChevron DownChevron DownChevron DownChevron DownMixed LevelIntermediate LevelBeginner LevelBeginner LevelIntermediate LevelIntermediate LevelAdvanced LevelIntermediate LevelIntermediate LevelChevron LeftChevron Right
